Apartment,sqft_Floor_Area,Bedrooms,Attached_Bathrooms,Balcony,Pantry_and_Kitechen,Living_area_Launch,Made_s_room,Washing_Room,Store_Room,A_C,TwentyFour_hours_Security,Swimming_pool,Gym,Roof_Terrace,Location,Car_parkings,price_Million
OnThree20 03 BedRoom Furnished Apartment for Sale...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,22.71428571
Apartment for Sale - The Residences at One Galle...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,22.71428571
Luxury Apartment for Sale in Colombo 2 CA585,1330,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,22.5
CINNAMON LIFE Three Bedroom Apartment for sale...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,21.75
447 Luna Tower - Type D (3 bedrooms),1320,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,21.42857143
447 Luna Tower - Type C2 (2 bedrooms),1400,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,21.42857143
"Altair, 03 Bedroom Unfurnished Appartment for...",1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,21.42857143
"Penthouses in Colombo for sale Shangri-La, CCC,...",1400,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,21.42857143
1 Bedroom Apartment For Sale In Colombo 2 For...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,21.42857143
Luxury 4 Bedroom apartment for sale in Colombo...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,21.42857143
Cinnamon Life Fully Furnished 2 Bed Apartment...,1320,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,21.32142857
Luxury Apartment For Sale In One Galle Face -...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,20.89285714
Altair 4 Bedroom Luxurious Apartment for Sale...,1350,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,20.89285714
"Shangril-La, 02 Bedroom Unfurnished Apartment...",1360,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,20.35714286
1 Bedroom Apartment For Sale In Colombo 2 For...,1400,3,2,3,1,2,1,2,1,Yes,Yes,No,No,Yes,Athurugirya,3,20.35714286
Altair 4 Bedroom Luxurious Apartment for Sale...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,33
Cinnamon Life 2 Bedroom Luxuriously Furnished...,1170,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.5
Luxury Apartment for Sale in Colombo 2 CA585,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,35.12
Luxury Apartment For Sale In One Galle Face -...,1000,2,1,2,1,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,45
447 Luna Tower - Type D (3 bedrooms),1020,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,39.64285714
447 Luna Tower - Type D (3 bedrooms),1350,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,36.42857143
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,36.42857143
SHANGRI-LA Two Bedroom Apartment For Sale,1350,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,35.35714286
"447 Luna Tower - Union Place, Colombo 02 - Type...",1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,35.35714286
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,34.82142857
Beira / Ocean View Luxury Apartment at Capitol...,1000,2,1,2,1,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,34.82142857
"On320, 02 Bedroom Fully Furnished Apartment For...",1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,34.82142857
OnThree20 03 Bedroom Furnished Apartment for Sale...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,34.82142857
OnThree20 03 BedRoom Furnished Apartment for Sale...,1350,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,34.82142857
2BR Quality Modern Luxury Living at the Heart...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,34.82142857
Luxury Apartment For Sale In One Galle Face -...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,34.82142857
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,34.82142857
Colombo 1 One Galle Face 4BR Apartment F...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,34.82142857
Brand New 02 Bedroom Untouched Apartment for sale...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,34.82142857
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,1350,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,33.21428571
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
Luxury 4 Bedroom apartment for sale in Colombo...,1250,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
Beira / Ocean View Luxury Apartment at Capitol...,1490,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
"Altair, 03 Bedroom Unfurnished Appartment for...",1470,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
OnThree20 03 Bedroom Furnished Apartment for Sale...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
447 Luna Tower 02 Bedroom Unfurnished Apartment...,1240,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
Apartment for Sale - The Residences at One Galle...,1030,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
Luxury Apartment For Sale In One Galle Face -...,1495,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
Beira / Ocean View Luxury Apartment at Capitol...,1000,2,1,2,1,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.14285714
2BR Quality Modern Luxury Living at the Heart...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,31.60714286
Shangri-la Apartment for Sale,1260,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,31.07142857
Cinnamon Life 2 Bedroom Luxuriously Furnished...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,31.07142857
Luxury 4 Bedroom apartment for sale in Colombo...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.53571429
"Shangril-La, 02 Bedroom Unfurnished Apartment...",1400,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.53571429
Move into one of the finest units at Shangri-La...,1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30
"Penthouses in Colombo for sale Shangri-La, CCC,...",1350,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30
Luxury Apartment For Sale In One Galle Face -...,1350,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30
Two bedrooms apartment for sale in Shangri-la...,1410,3,2,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30
"447 Luna Tower - Union Place, Colombo 02 - Type...",1200,2,1,3,1,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30
Luxury Apartment For Sale In One Galle Face -...,1530,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.89
Apartment for Sale in Shangri-la Residence / One...,1685,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,35
447 Luna Tower - Type D (3 bedrooms),1600,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.03
Furnished Brand New - 3 Bedrooms At Altair,1541,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,36.12
"Altair, 03 Bedroom Unfurnished Appartment for...",1650,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.89
Colombo 1 One Galle Face 4BR Apartment F...,1615,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,35
2BR Quality Modern Luxury Living at the Heart...,1600,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.03
Brand New 02 Bedroom Untouched Apartment for sale...,1523,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,36.12
Luxury Apartment For Sale In One Galle Face -...,1600,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.89
Two bedrooms apartment for sale in Shangri-la...,1602,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,35
Beira / Ocean View Luxury Apartment at Capitol...,1520,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.03
CINNAMON LIFE Three Bedroom Apartment for sale...,1580,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,36.12
The One Gall face residence (Shangri-La) For Sale...,1600,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.85035714
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,1550,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.56821429
Colombo 1 One Galle Face 4BR Apartment F...,1670,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.28607143
447 Luna Tower - Type D (3 bedrooms),1550,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.00392857
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,1600,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,31.72178571
2 Bedroom Apartment for Sale in One Galle Face...,1560,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,31.43964286
On320 2 Bedroom Furnished Apartment for ...,1575,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,31.1575
Shangri-la Apartment for Sale,1655,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.87535714
447 Luna Tower - Type D (3 bedrooms),1623,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.59321429
Best Price | 2 bedroom large layout | furnished...,1662,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.31107143
1 Bedroom Apartment For Sale In Colombo 2 For...,1694,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.02892857
447 Luna Tower - Type C2 (2 bedrooms),1695,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.02892857
Colombo.02 Shangri La 02 Bedroom Apartment For...,1615,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.02892857
OnThree20 03 BedRoom Furnished Apartment for Sale...,2135,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,30.02892857
Luxury Apartment For Sale In One Galle Face -...,2826,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.12
CINNAMON LIFE Three Bedroom Apartment for sale...,2099,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.12
OnThree20 - 04 Bedroom Apartment for Sa...,1724,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.12
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,2112,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.12
3bed with 2 car parks at On320,1560,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,32.55
Furnished Brand New - 3 Bedrooms At Altair,1632,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,36.25
1838 sqf Luxury 3 Bed Apartment for Sale ALTAIR...,1987,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,55.63
"Shangril-La, 02 Bedroom Unfurnished Apartment...",2301,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,56.63
"Altair, 03 Bedroom Unfurnished Appartment for...",5150,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,59.89285714
"Altair, 03 Bedroom Unfurnished Appartment for...",3526,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,59.78571429
"On320, 02 Bedroom Fully Furnished Apartment For...",4300,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
"Shangril-La, 02 Bedroom Unfurnished Apartment...",1700,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
OnThree20 03 Bedroom Furnished Apartment for Sale...,9600,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
OnThree20 03 BedRoom Furnished Apartment for Sale...,1952,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
OnThree20 03 BedRoom Furnished Apartment for Sale...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
Apartment for Sale - The Residences at One Galle...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
Shangri La Apartment 2 Bedroom Furnished Apartment...,3900,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,3100,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
2BR Quality Modern Luxury Living at the Heart...,7000,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
The One Gall face residence (Shangri-La) For Sale...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,4100,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
Move into one of the finest units at Shangri-La...,4800,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
"Penthouses in Colombo for sale Shangri-La, CCC,...",6136,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",3633,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
Shangri-la Apartment for Sale,1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
Luxury Apartment For Sale In One Galle Face -...,8000,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,4800,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
Colombo 1 One Galle Face 4BR Apartment F...,2750,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
Brand New 02 Bedroom Untouched Apartment for sale...,3500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
SHANGRI-LA Two Bedroom Apartment For Sale,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.92857143
Luxury Apartment For Sale in Colombo 1,4500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,58.76785714
Apartment for Sale in Shangri-la Residence / One...,3516,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,57.85714286
"447 Luna Tower - Union Place, Colombo 02 | Type...",2920,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,57.42857143
"447 Luna Tower - Union Place, Colombo 02 - Type...",3400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,56.78571429
447 Luna Tower - Type D (3 bedrooms),4007,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,56.78571429
1 Bedroom Apartment For Sale In Colombo 2 For...,1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,56.57142857
Colombo.02 Shangri La 02 Bedroom Apartment For...,2328,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,56.57142857
OnThree20 - 04 Bedroom Apartment for Sa...,4800,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,56.25
On320 2 Bedroom Furnished Apartment for ...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,56.25
Cinnamon Life Fully Furnished 2 Bed Apartment...,4003,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,56.25
55 Million value Apartment selling for 50 Million...,2600,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,56.03571429
Luxury Apartment for Sale in Colombo 2 CA585,5600,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Bambalapitiya,3,55.17857143
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,1657,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,278.5714286
"Penthouses in Colombo for sale Shangri-La, CCC,…",1634,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,250.7142857
Luxury Apartment For Sale in Colombo 1,1625,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,203.5714286
Apartment for Sale in Shangri-la Residence / One...,1654,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,203.5714286
Colombo.02 Shangri La 02 Bedroom Apartment For...,1654,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,55.25
Luxury Apartment for Sale in Colombo 2 CA585,1648,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,75
447 Luna Tower - Type D (3 bedrooms),1698,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,76.3
On320 2 Bedroom Furnished Apartment for ...,1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,64.28571429
2 Bedroom Apartment for Sale in One Galle Face...,1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,58.92857143
Two bedrooms apartment for sale in Shangri-la...,1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,57.42857143
Cinnamon Life Fully Furnished 2 Bed Apartment...,1660,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,50.89285714
Beira / Ocean View Luxury Apartment at Capitol...,1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,49.82142857
Shangri-la Apartment for Sale,1650,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,48.21428571
On320 2 Bedroom Furnished Apartment for ...,1650,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,48.21428571
OnThree20 03 BedRoom Furnished Apartment for Sale...,1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,45.53571429
447 Luna Tower 02 Bedroom Unfurnished Apartment...,1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,42.85714286
Luxury Apartment For Sale in Colombo 1,1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,42.85714286
3bed with 2 car parks at On320,1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,42.32142857
Altair 4 Bedroom Luxurious Apartment for Sale...,1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,40.17857143
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,38.57142857
CINNAMON LIFE Three Bedroom Apartment for sale...,1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,38.57142857
Altair 4 Bedroom Luxurious Apartment for Sale...,1650,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,36.96428571
Move into one of the finest units at Shangri-La...,1678,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,34.82142857
"447 Luna Tower - Union Place, Colombo 02 | Type...",1650,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,34.28571429
"Penthouses in Colombo for sale Shangri-La, CCC,...",1650,3,2,3,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Battaramulle,3,33.10714286
3bed with 2 car parks at On320,5230,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,49.82142857
Furnished Brand New - 3 Bedrooms At Altair,3100,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,49.82142857
447 Luna Tower - Type D (3 bedrooms),2801,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,49.5
447 Luna Tower - Type C2 (2 bedrooms),2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,49.28571429
Twin Peaks 2 Bedrooms apartment for sale in Colombo...,2770,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,49.28571429
"Altair, 03 Bedroom Unfurnished Appartment for...",2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,49.28571429
"Altair, 03 Bedroom Unfurnished Appartment for...",2850,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,49.28571429
"Shangril-La, 02 Bedroom Unfurnished Apartment...",3520,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,49.28571429
OnThree20 03 Bedroom Furnished Apartment for Sale...,3290,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,49.28571429
OnThree20 03 BedRoom Furnished Apartment for Sale...,3144,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.75
447 Luna Tower 02 Bedroom Unfurnished Apartment...,3400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.53571429
OnThree20 03 BedRoom Furnished Apartment for Sale...,1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Borella,3,48.32142857
Apartment for Sale - The Residences at One Galle...,3895,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.32142857
Shangri La Apartment 2 Bedroom Furnished Apartment...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
Shangri-la / Cinnamon Life / CCC / ALTAIR Apartments...,3500,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
2BR Quality Modern Luxury Living at the Heart...,2700,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
The One Gall face residence (Shangri-La) For Sale...,5080,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
SHANGRI LA ABOVE 40TH FLOOR LUXURY APARTMENT FOR...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
Move into one of the finest units at Shangri-La...,2700,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
"4 Bedroom Penthouses in Shangri-La, Cinnamon Life,...",4346,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
2 Bedroom Apartment for Sale in One Galle Face...,3950,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
Luxury Apartment For Sale In One Galle Face -...,10000,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
Apartment for sale in Shangrila / 4 Bed / Unfurnished...,3730,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
Colombo 1 One Galle Face 4BR Apartment F...,1750,4,3,4,1,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
Brand New 02 Bedroom Untouched Apartment for sale...,2400,4,3,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Borella,3,48.21428571
